image_id,keyword,image_url,local_path,fetch_time,game_type
lol_5ef34a16052296b4,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/ef562bb102f5c5d35584907e95558cbe437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_5ef34a16052296b4.jpg,2026-07-25T11:38:40+08:00,LOL
lol_b9ae9970266df749,LOL 五杀 游戏截图,https://i2.hdslb.com/bfs/archive/bdda13b4a4e240ec7c70a95a4a799010426ce1aa.jpg,data_acquisition/raw_images/lol/lol_b9ae9970266df749.jpg,2026-07-25T11:38:40+08:00,LOL
lol_0d3f92b765f0e7eb,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/8059f53d80ef40b2e2e77a465428cee8437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_0d3f92b765f0e7eb.jpg,2026-07-25T11:38:41+08:00,LOL
lol_c60267a8554ddb9d,LOL 五杀 游戏截图,https://i2.hdslb.com/bfs/archive/7c13799f99a2e3aa9577548951b838867ac4aa37.jpg,data_acquisition/raw_images/lol/lol_c60267a8554ddb9d.jpg,2026-07-25T11:38:41+08:00,LOL
lol_d8704cbe60f1a853,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/2fdb1809549bbea6c21b0b7b1795e71c437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_d8704cbe60f1a853.jpg,2026-07-25T11:38:41+08:00,LOL
lol_86fedc7f2dc1cce6,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/7e439c59180163b59d950b9ce90ac595437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_86fedc7f2dc1cce6.jpg,2026-07-25T11:38:42+08:00,LOL
lol_ca5f5cb77c3f6f33,LOL 五杀 游戏截图,"https://img2.baidu.com/it/u=731454470,2614535060&fm=253&fmt=auto&app=120&f=JPEG?w=889&h=500",data_acquisition/raw_images/lol/lol_ca5f5cb77c3f6f33.jpg,2026-07-25T11:38:44+08:00,LOL
lol_1d471cebb40efe13,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/ebcec47e7821927abe2e0ec3e95a3b1f437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_1d471cebb40efe13.jpg,2026-07-25T11:38:44+08:00,LOL
lol_4d27be28d9730f1a,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/47d8b87499c3fc92837d0b61b089109e3bde2b76.jpg,data_acquisition/raw_images/lol/lol_4d27be28d9730f1a.jpg,2026-07-25T11:38:45+08:00,LOL
lol_a80caa62fdd63578,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/463bc5deb6fcc872a6efc2a3b19e856c437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_a80caa62fdd63578.jpg,2026-07-25T11:38:45+08:00,LOL
lol_090a13eb84c341de,LOL 五杀 游戏截图,https://gss0.baidu.com/-vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/2e2eb9389b504fc28824a7ace3dde71190ef6d1b.jpg,data_acquisition/raw_images/lol/lol_090a13eb84c341de.jpg,2026-07-25T11:38:47+08:00,LOL
lol_c6ad47189dec11de,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/51041856530c90b7be953821c60c320b437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_c6ad47189dec11de.jpg,2026-07-25T11:38:47+08:00,LOL
lol_7df3314f6adee6e6,LOL 五杀 游戏截图,https://i1.hdslb.com/bfs/archive/2999c0ee45ad3f23a9e0f3bf4fcb1c5d866c692b.jpg,data_acquisition/raw_images/lol/lol_7df3314f6adee6e6.jpg,2026-07-25T11:38:48+08:00,LOL
lol_08317414ca1e317b,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/862ec8d302cb1edfe57f8fc796b9d8cd437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_08317414ca1e317b.jpg,2026-07-25T11:38:48+08:00,LOL
lol_a0577e6620c65058,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/a1b0f7bbf554c132558489445634e4e8437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_a0577e6620c65058.jpg,2026-07-25T11:38:48+08:00,LOL
lol_14a653cde2787438,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/d2ff3502342ed6ba7754dc8aaf80b4c5437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_14a653cde2787438.jpg,2026-07-25T11:38:49+08:00,LOL
lol_d4c99dabdbe7be01,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/cac9bd1b4620ae1c0c82b1352db5afdc437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_d4c99dabdbe7be01.jpg,2026-07-25T11:38:49+08:00,LOL
lol_dcbd84d3d4bd55c6,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/fb08f3cf09f9eb3df74838c9928e0367437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_dcbd84d3d4bd55c6.jpg,2026-07-25T11:38:50+08:00,LOL
lol_7ef4173cf4c3a3ac,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/b60059168a31d1cb9b4a2077f734dad83f88fed2.png,data_acquisition/raw_images/lol/lol_7ef4173cf4c3a3ac.jpg,2026-07-25T11:38:51+08:00,LOL
lol_9f95117d6dc776c1,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/6402712e62740deeb7919587ef08a652437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_9f95117d6dc776c1.jpg,2026-07-25T11:38:51+08:00,LOL
lol_3a6360394bebfa7b,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/7f2436654de4e2b9ba8352365ab96aea4f16380a.jpg,data_acquisition/raw_images/lol/lol_3a6360394bebfa7b.jpg,2026-07-25T11:38:51+08:00,LOL
lol_a2bea28e9c8f0685,LOL 五杀 游戏截图,https://i2.hdslb.com/bfs/archive/e181ad221f8b4df41ef7b06eb779f0f93c61af6b.jpg,data_acquisition/raw_images/lol/lol_a2bea28e9c8f0685.jpg,2026-07-25T11:38:52+08:00,LOL
lol_4b3b130c4583ed54,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/89f195cc8ef7292c185c9acbcf891d9d437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_4b3b130c4583ed54.jpg,2026-07-25T11:38:52+08:00,LOL
lol_ad203ca1f2617d7e,LOL 五杀 游戏截图,https://i1.hdslb.com/bfs/archive/1828d564af27327b7d6aeb09e4171c3408b8144c.jpg,data_acquisition/raw_images/lol/lol_ad203ca1f2617d7e.jpg,2026-07-25T11:38:52+08:00,LOL
lol_2d430f5e85ee2278,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/1290e41621c073220dd8981b51b4a7f4437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_2d430f5e85ee2278.jpg,2026-07-25T11:38:53+08:00,LOL
lol_202640d4fa53fc09,LOL 五杀 游戏截图,https://i1.hdslb.com/bfs/archive/690abedae248fe05596584d46f0da5e17a4dbfb5.jpg,data_acquisition/raw_images/lol/lol_202640d4fa53fc09.jpg,2026-07-25T11:38:53+08:00,LOL
lol_b1628c157dde9e0b,LOL 五杀 游戏截图,https://i2.hdslb.com/bfs/archive/3f79eccb1815afcc47b1e6f7470655483e4ee57f.jpg,data_acquisition/raw_images/lol/lol_b1628c157dde9e0b.jpg,2026-07-25T11:38:53+08:00,LOL
lol_cebbe0e3bfeafa23,LOL 五杀 游戏截图,https://i2.hdslb.com/bfs/archive/3f19ecd470158c1af52a4d107949ea164b0f83b4.jpg,data_acquisition/raw_images/lol/lol_cebbe0e3bfeafa23.jpg,2026-07-25T11:38:54+08:00,LOL
lol_970e36baa3b5bcc7,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/ef109bd6c995596d46473887926592edb0beaf17.jpg,data_acquisition/raw_images/lol/lol_970e36baa3b5bcc7.jpg,2026-07-25T11:38:56+08:00,LOL
lol_f6428c700c147530,LOL 五杀 游戏截图,"https://t14.baidu.com/it/u=9367673717525655424,9140390038241774619&fm=3008&app=3011&f=PNG",data_acquisition/raw_images/lol/lol_f6428c700c147530.jpg,2026-07-25T11:38:58+08:00,LOL
lol_0c124189984682bb,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/4b9b0fb91c5e5ef4eed0efbe1917b6036c249d78.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_0c124189984682bb.jpg,2026-07-25T11:38:59+08:00,LOL
lol_e532e4a54b40b050,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/new_dyn/1feaf5cc6aa02ff7aeb475f2574b5c31437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_e532e4a54b40b050.jpg,2026-07-25T11:38:59+08:00,LOL
lol_25877517fd719172,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/article/a053216b11af72a6a8895ccca31385b2437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_25877517fd719172.jpg,2026-07-25T11:39:00+08:00,LOL
lol_edc6679485b022af,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/feb72b475d7f50d23af5ef8b13c01e510eab33bc.jpg,data_acquisition/raw_images/lol/lol_edc6679485b022af.jpg,2026-07-25T11:39:00+08:00,LOL
lol_c6dbd6837db50ecc,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/new_dyn/00daf479199391ae3554dc7507b9f1df437911922.jpg@1192w.webp,data_acquisition/raw_images/lol/lol_c6dbd6837db50ecc.jpg,2026-07-25T11:39:01+08:00,LOL
lol_b840ad2a8ee7aaed,LOL 五杀 游戏截图,"https://img0.baidu.com/it/u=674366841,2617573760&fm=253&fmt=auto&app=138&f=JPEG?w=888&h=500",data_acquisition/raw_images/lol/lol_b840ad2a8ee7aaed.jpg,2026-07-25T11:39:04+08:00,LOL
lol_68b76b356cfcc127,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/0e9868f0675fe595f44149b6225f8d6f9050c8b1.jpg,data_acquisition/raw_images/lol/lol_68b76b356cfcc127.jpg,2026-07-25T11:39:05+08:00,LOL
lol_5da061daf310dcfb,LOL 五杀 游戏截图,https://i0.hdslb.com/bfs/archive/2175219d8732705ff05f32bf81f16c37413b05cb.jpg,data_acquisition/raw_images/lol/lol_5da061daf310dcfb.jpg,2026-07-25T11:39:05+08:00,LOL
csgo_1d21e16f44404196,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/b14d878bf6cf911fc890cbe5bc60713a56399a2c.jpg,data_acquisition/raw_images/csgo/csgo_1d21e16f44404196.jpg,2026-07-25T11:39:07+08:00,CSGO
csgo_b2f2a859ff5cb16a,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/9aafd2daff83475ff34ff94d4b6fbcf30296fb9f.jpg,data_acquisition/raw_images/csgo/csgo_b2f2a859ff5cb16a.jpg,2026-07-25T11:39:07+08:00,CSGO
csgo_04bb86cb085768a8,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/be4fbd5b6a126a717422c0f15c14e1cbdc9d17fd.jpg,data_acquisition/raw_images/csgo/csgo_04bb86cb085768a8.jpg,2026-07-25T11:39:07+08:00,CSGO
csgo_1cc42d5669b1c932,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/a799ce3a3debf3d6899f8aaf235e4bea31b9f3a5.jpg,data_acquisition/raw_images/csgo/csgo_1cc42d5669b1c932.jpg,2026-07-25T11:39:08+08:00,CSGO
csgo_22710cd8cb6bfcbd,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/9c08d992df2ee01ee2fc0d4b34b73211cfead02f.jpg,data_acquisition/raw_images/csgo/csgo_22710cd8cb6bfcbd.jpg,2026-07-25T11:39:08+08:00,CSGO
csgo_d594ccff177ee02b,CSGO 击杀信息 游戏截图,"https://img0.baidu.com/it/u=1990162178,682115933&fm=253&fmt=auto&app=120&f=JPEG?w=1422&h=800",data_acquisition/raw_images/csgo/csgo_d594ccff177ee02b.jpg,2026-07-25T11:39:08+08:00,CSGO
csgo_af38f2c2f1536331,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/1f45efadb60136f06ae7d268e4857869e656db53.jpg,data_acquisition/raw_images/csgo/csgo_af38f2c2f1536331.jpg,2026-07-25T11:39:09+08:00,CSGO
csgo_6447b67c370d98d1,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/e09b88cd44a783743faf4dd306f445359a00bce1.jpg,data_acquisition/raw_images/csgo/csgo_6447b67c370d98d1.jpg,2026-07-25T11:39:10+08:00,CSGO
csgo_c0772373ea8dee34,CSGO 击杀信息 游戏截图,"https://img2.baidu.com/it/u=296227420,2521878019&fm=253&fmt=auto&app=138&f=JPEG?w=1067&h=800",data_acquisition/raw_images/csgo/csgo_c0772373ea8dee34.jpg,2026-07-25T11:39:13+08:00,CSGO
csgo_d6f148a3b4039e32,CSGO 击杀信息 游戏截图,"https://img1.baidu.com/it/u=250539583,1677704554&fm=253&fmt=auto&app=120&f=JPEG?w=888&h=500",data_acquisition/raw_images/csgo/csgo_d6f148a3b4039e32.jpg,2026-07-25T11:39:13+08:00,CSGO
csgo_0fad7bb29b95cbbb,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/c4efa88926e65184223a60544efce7b30ec8e987.jpg,data_acquisition/raw_images/csgo/csgo_0fad7bb29b95cbbb.jpg,2026-07-25T11:39:13+08:00,CSGO
csgo_2cf79234d014b96f,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/27a3b28b3e0e216880ff7d3fa2c62a495472e89e.jpg,data_acquisition/raw_images/csgo/csgo_2cf79234d014b96f.jpg,2026-07-25T11:39:13+08:00,CSGO
csgo_d1ab9502e194e660,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/3e07fd91e8eebeff40c7214f9d318aaf535e18e2.jpg,data_acquisition/raw_images/csgo/csgo_d1ab9502e194e660.jpg,2026-07-25T11:39:14+08:00,CSGO
csgo_f1104acaa47ce159,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/3cac316e87765e046ef470456a51b8b15c06a697.jpg,data_acquisition/raw_images/csgo/csgo_f1104acaa47ce159.jpg,2026-07-25T11:39:14+08:00,CSGO
csgo_c97810e070c237be,CSGO 击杀信息 游戏截图,"https://t13.baidu.com/it/u=3981509721,3794963818&fm=225&app=113&f=JPEG?w=1920&h=1080&s=3443B94ADA7B12968839341803001090",data_acquisition/raw_images/csgo/csgo_c97810e070c237be.jpg,2026-07-25T11:39:16+08:00,CSGO
csgo_ba27ddde5a21170e,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/0c70cf2770470ed4291c9ab41071c3ed716a2a20.jpg,data_acquisition/raw_images/csgo/csgo_ba27ddde5a21170e.jpg,2026-07-25T11:39:16+08:00,CSGO
csgo_a27c29962e4f3923,CSGO 击杀信息 游戏截图,"https://img1.baidu.com/it/u=3089554688,2826668090&fm=253&fmt=auto&app=120&f=JPEG?w=889&h=500",data_acquisition/raw_images/csgo/csgo_a27c29962e4f3923.jpg,2026-07-25T11:39:16+08:00,CSGO
csgo_710698ae5315a6c6,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/7076fb6adc9affed0320390cb42f8f87be4a0516.jpg,data_acquisition/raw_images/csgo/csgo_710698ae5315a6c6.jpg,2026-07-25T11:39:17+08:00,CSGO
csgo_943372e66ad0f17f,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/7a8d06cdd926aa6c67a67568d7b024268b7bbd96.jpg,data_acquisition/raw_images/csgo/csgo_943372e66ad0f17f.jpg,2026-07-25T11:39:17+08:00,CSGO
csgo_cae33eb468306643,CSGO 击杀信息 游戏截图,"https://t14.baidu.com/it/u=10504344877303740008,10607829262241711835&fm=3008&app=3011&f=JPEG",data_acquisition/raw_images/csgo/csgo_cae33eb468306643.jpg,2026-07-25T11:39:17+08:00,CSGO
csgo_0dbcfad7744c1c0f,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/9def3fcc0a02c2a406318a63dfb7e2a3bde94c2f.jpg,data_acquisition/raw_images/csgo/csgo_0dbcfad7744c1c0f.jpg,2026-07-25T11:39:18+08:00,CSGO
csgo_268ab96908a728cb,CSGO 击杀信息 游戏截图,"https://img2.baidu.com/it/u=438864357,230330946&fm=253&fmt=auto&app=138&f=JPEG?w=1280&h=800",data_acquisition/raw_images/csgo/csgo_268ab96908a728cb.jpg,2026-07-25T11:39:20+08:00,CSGO
csgo_fa18d6cb38ba614d,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/627c59b723545a66d991f8bc43a0f9bb0bc9894d.jpg,data_acquisition/raw_images/csgo/csgo_fa18d6cb38ba614d.jpg,2026-07-25T11:39:20+08:00,CSGO
csgo_a99665cadc74a073,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/2f06efc43de9382afa827f41143fc7312bd0f6eb.jpg,data_acquisition/raw_images/csgo/csgo_a99665cadc74a073.jpg,2026-07-25T11:39:20+08:00,CSGO
csgo_60d5ba753e9e6cff,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/de26bb539b2972066ccabe5a3848de14eb10e0c3.jpg,data_acquisition/raw_images/csgo/csgo_60d5ba753e9e6cff.jpg,2026-07-25T11:39:21+08:00,CSGO
csgo_a642272a1e4d2826,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/8962535daf3146bed3ff7744883bc0ab53191701.jpg,data_acquisition/raw_images/csgo/csgo_a642272a1e4d2826.jpg,2026-07-25T11:39:21+08:00,CSGO
csgo_b91796d30f21532d,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/cd868992f3cadc63b0586eca5ef9c452e58ee5c1.jpg,data_acquisition/raw_images/csgo/csgo_b91796d30f21532d.jpg,2026-07-25T11:39:21+08:00,CSGO
csgo_5494a432b94b58d7,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/840bd14d4be7b9a54fb767c2cc7f18424410feb4.jpg,data_acquisition/raw_images/csgo/csgo_5494a432b94b58d7.jpg,2026-07-25T11:39:22+08:00,CSGO
csgo_6d8e33a64c256513,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/b43cdcc0c3d0b9414225b96a3c82f9c96690c79e.jpg,data_acquisition/raw_images/csgo/csgo_6d8e33a64c256513.jpg,2026-07-25T11:39:22+08:00,CSGO
csgo_0473e249ee8a4202,CSGO 击杀信息 游戏截图,"https://img1.baidu.com/it/u=514268977,4116331137&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=500",data_acquisition/raw_images/csgo/csgo_0473e249ee8a4202.jpg,2026-07-25T11:39:22+08:00,CSGO
csgo_5a25f48792b73329,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/60ae3903072fe88f45425a008925fc2403c1b963.jpg,data_acquisition/raw_images/csgo/csgo_5a25f48792b73329.jpg,2026-07-25T11:39:25+08:00,CSGO
csgo_ac5ca1808925da1e,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/a93ebc20a9a71aca752b9ef3f3ab8ecfe590718b.jpg,data_acquisition/raw_images/csgo/csgo_ac5ca1808925da1e.jpg,2026-07-25T11:39:25+08:00,CSGO
csgo_553062f2e259ab2a,CSGO 击杀信息 游戏截图,https://i1.hdslb.com/bfs/archive/4c717c456138e9eb997679f3d78d95b81cdcc7de.jpg,data_acquisition/raw_images/csgo/csgo_553062f2e259ab2a.jpg,2026-07-25T11:39:25+08:00,CSGO
csgo_78865202ef41d6a8,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/b341043cf00fec8def1e6545bb2aa247d7aed2cc.jpg,data_acquisition/raw_images/csgo/csgo_78865202ef41d6a8.jpg,2026-07-25T11:39:26+08:00,CSGO
csgo_b4f6578ff6bf18b5,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/692a863634ffb6fe9c70dcae0011c0acecfdb686.jpg,data_acquisition/raw_images/csgo/csgo_b4f6578ff6bf18b5.jpg,2026-07-25T11:39:26+08:00,CSGO
csgo_74a74b89021c8ad9,CSGO 击杀信息 游戏截图,"https://img1.baidu.com/it/u=2245753226,3930973805&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=500",data_acquisition/raw_images/csgo/csgo_74a74b89021c8ad9.jpg,2026-07-25T11:39:26+08:00,CSGO
csgo_69d2722c931d1b3d,CSGO 击杀信息 游戏截图,https://i2.hdslb.com/bfs/archive/03c59ec6b5fe774aff3216e20833aad84e250a7d.jpg,data_acquisition/raw_images/csgo/csgo_69d2722c931d1b3d.jpg,2026-07-25T11:39:27+08:00,CSGO
csgo_ec9e8edb6168576e,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/4deaa98c776693686b37d307d269c3cdfe6771a3.jpg,data_acquisition/raw_images/csgo/csgo_ec9e8edb6168576e.jpg,2026-07-25T11:39:27+08:00,CSGO
csgo_9fd37ef8f7b5a990,CSGO 击杀信息 游戏截图,"https://t14.baidu.com/it/u=421456062,2118020312&fm=225&app=113&f=JPEG?w=1728&h=1080&s=6AA2DC4B28322C17403419130300C0C2",data_acquisition/raw_images/csgo/csgo_9fd37ef8f7b5a990.jpg,2026-07-25T11:39:27+08:00,CSGO
csgo_d611cb9705b1ba16,CSGO 击杀信息 游戏截图,https://i0.hdslb.com/bfs/archive/a8784a4c17f20536056a851568b313d0aa69ffaf.jpg,data_acquisition/raw_images/csgo/csgo_d611cb9705b1ba16.jpg,2026-07-25T11:39:28+08:00,CSGO
